Date,PB_sales,Pplay_Sales,Pot,Price_Per_Tix,Num_Tix
7/19/2014,26676210,2366938,60,2,13338105
7/16/2014,23621466,2104353,50,2,11810733
7/12/2014,25471908,2278182,40,2,12735954
7/9/2014,35144148,2764427,122,2,17572074
7/5/2014,33479402,2769116,101,2,16739701
7/2/2014,28407434,2385248,90,2,14203717
6/28/2014,28651984,2466072,80,2,14325992
6/25/2014,25561176,2200713,70,2,12780588
6/21/2014,27010302,2359404,60,2,13505151
6/18/2014,23884472,2092699,50,2,11942236
6/14/2014,27136016,2365631,40,2,13568008
6/11/2014,65287158,4211396,257,2,32643579
6/7/2014,57251954,3933610,221,2,28625977
6/4/2014,46708576,3292970,192,2,23354288
5/31/2014,43305488,3258064,173,2,21652744
5/28/2014,35176564,2680848,152,2,17588282
5/24/2014,35858982,2863167,132,2,17929491
5/21/2014,30025930,2454366,114,2,15012965
5/17/2014,31308206,2641534,100,2,15654103
5/14/2014,25483670,2204662,90,2,12741835
5/10/2014,27631562,2422005,80,2,13815781
5/7/2014,24688484,2193257,70,2,12344242
5/3/2014,26942550,2423560,60,2,13471275
4/30/2014,23111638,2112199,50,2,11555819
4/26/2014,26016988,2331166,40,2,13008494
4/23/2014,36747102,2823277,148.8,2,18373551
4/19/2014,37392468,2977902,128,2,18696234
4/16/2014,33095206,2650126,110,2,16547603
4/12/2014,31987612,2692923,94,2,15993806
4/9/2014,28003954,2403479,80,2,14001977
4/5/2014,29883772,2600808,70,2,14941886
4/2/2014,26453016,2316356,60,2,13226508
3/29/2014,27573672,2418931,50,2,13786836
3/26/2014,24247664,2140502,40,2,12123832
3/22/2014,32064856,2713675,96,2,16032428
3/19/2014,29630474,2521287,80,2,14815237
3/15/2014,30542376,2672628,70,2,15271188
3/12/2014,26464444,2328365,60,2,13232222
3/8/2014,28814004,2560782,50,2,14407002
3/5/2014,25588276,2289628,40,2,12794138
3/1/2014,30747816,2731133,60,2,15373908
2/26/2014,26006844,2311668,50,2,13003422
2/22/2014,28078212,2474524,40,2,14039106
2/19/2014,183031022,9725951,425,2,91515511
2/15/2014,84502534,5371280,330,2,42251267
2/12/2014,67249908,4231343,284,2,33624954
2/8/2014,61665430,4289462,247,2,30832715
2/5/2014,49510642,3513518,215,2,24755321
2/1/2014,49062416,3652635,194,2,24531208
1/29/2014,38257408,2849278,171,2,19128704
1/25/2014,39396676,3024755,152,2,19698338
1/22/2014,32714630,2550358,131,2,16357315
1/18/2014,35703424,2808955,113,2,17851712
1/15/2014,29454450,2379925,93,2,14727225
1/11/2014,29616924,2471203,80,2,14808462
1/8/2014,25761674,2171438,70,2,12880837
1/4/2014,27745090,2424741,60,2,13872545
1/1/2014,25121630,2142589,50,2,12560815
12/28/2013,26298198,2291901,40,2,13149099
12/25/2013,27289666,2180839,74,2,13644833
12/21/2013,28986882,2454016,60,2,14493441
12/18/2013,33401446,2627295,50,2,16700723
12/14/2013,35027210,2821941,40,2,17513605
12/11/2013,36818902,2875506,122,2,18409451
12/7/2013,35889328,2878427,100,2,17944664
12/4/2013,29444180,2480247,81,2,14722090
11/30/2013,28693078,2511683,70,2,14346539
11/27/2013,28182982,2384200,60,2,14091491
11/23/2013,29182882,2478792,50,2,14591441
11/20/2013,25934724,2223330,40,2,12967362
11/16/2013,40247988,3124671,130,2,20123994
11/13/2013,34678780,2714586,110,2,17339390
11/9/2013,33853702,2788199,87,2,16926851
11/6/2013,29779240,2484306,70,2,14889620
11/2/2013,32429546,2736941,60,2,16214773
10/30/2013,27830994,2325265,50,2,13915497
10/26/2013,31802548,2632295,40,2,15901274
10/23/2013,58508688,3808191,216,2,29254344
10/19/2013,52089906,3629488,186,2,26044953
10/16/2013,45357682,3220735,156,2,22678841
10/12/2013,44775232,3330984,133,2,22387616
10/9/2013,39054982,2951675,108,2,19527491
10/5/2013,36749138,2937071,86,2,18374569
10/2/2013,31931180,2609080,70,2,15965590
9/28/2013,33923886,2782901,60,2,16961943
9/25/2013,30244738,2485531,50,2,15122369
9/21/2013,32296040,2655854,40,2,16148020
9/18/2013,182773492,9376770,400,2,91386746
9/14/2013,101377126,5975893,317,2,50688563
9/11/2013,73685004,4582377,245,2,36842502
9/7/2013,66736054,4406037,203,2,33368027
9/4/2013,50164254,3504101,169,2,25082127
8/31/2013,52146876,3747894,142,2,26073438
8/28/2013,43157770,3122512,116,2,21578885
8/24/2013,40503768,3133849,92,2,20251884
8/21/2013,34274628,2708552,70,2,17137314
8/17/2013,36149700,2909404,60,2,18074850
8/14/2013,31379796,2530104,50,2,15689898
8/10/2013,32446598,2637288,40,2,16223299
8/7/2013,271009310,13395129,425,2,135504655
8/3/2013,118181040,6832065,300,2,59090520
7/31/2013,82014782,4815476,235,2,41007391
7/27/2013,63365314,4102876,196,2,31682657
7/24/2013,49399020,3319233,166,2,24699510
7/20/2013,47745826,3386585,141,2,23872913
7/17/2013,39692874,2877491,116,2,19846437
7/13/2013,37311468,2903099,94,2,18655734
7/10/2013,31435340,2489244,80,2,15717670
7/6/2013,31729376,2647891,70,2,15864688
7/3/2013,29854872,2471720,60,2,14927436
6/29/2013,31805792,2644358,50,2,15902896
6/26/2013,27700220,2291895,40,2,13850110
6/22/2013,45481288,3308904,127,2,22740644
6/19/2013,39208848,2874204,105,2,19604424
6/15/2013,38313086,2978420,85,2,19156543
6/12/2013,32862694,2574325,70,2,16431347
6/8/2013,36562116,2887952,60,2,18281058
6/5/2013,31356400,2507303,50,2,15678200
6/1/2013,34468992,2795764,40,2,17234496
5/29/2013,29404724,2373539,40,2,14702362
5/25/2013,36490320,2875268,50,2,18245160
5/22/2013,32918966,2572437,40,2,16459483
5/18/2013,464536548,21597123,590.5,2,232268274
5/15/2013,180270170,9545738,350,2,90135085
5/11/2013,93628856,5726936,270,2,46814428
5/8/2013,77911916,4869431,222,2,38955958
5/4/2013,64234610,4342782,191,2,32117305
5/1/2013,53202316,3676736,165,2,26601158
4/27/2013,51345324,3678090,140,2,25672662
4/24/2013,44278652,3210194,116,2,22139326
4/20/2013,40583804,3153258,95,2,20291902
4/17/2013,35341564,2744362,80,2,17670782
4/13/2013,38358690,3034194,70,2,19179345
4/10/2013,36179774,2645424,60,2,18089887
4/6/2013,31112426,2938495,50,2,15556213
4/3/2013,26346048,2552624,40,2,13173024
3/30/2013,31096232,2899175,50,2,15548116
3/27/2013,25500852,2411446,40,2,12750426
3/23/2013,163192114,9764567,320,2,81596057
3/20/2013,90874110,5888307,260,2,45437055
3/16/2013,74391216,5184643,216,2,37195608
3/13/2013,56579474,4144281,183,2,28289737
3/9/2013,50796970,3951156,150,2,25398485
3/6/2013,43892342,3463420,123,2,21946171
3/2/2013,43763596,3618337,103,2,21881798
2/27/2013,32647780,2824897,90,2,16323890
2/23/2013,33176522,2948317,80,2,16588261
2/20/2013,28879862,2596912,70,2,14439931
2/16/2013,30692128,2798123,60,2,15346064
2/13/2013,26710426,2448201,50,2,13355213
2/9/2013,28398870,2601829,40,2,14199435
2/6/2013,71543588,4784631,208,2,35771794
2/2/2013,57644328,4259474,176,2,28822164
1/30/2013,45706066,3433780,151,2,22853033
1/26/2013,41623138,3377508,130,2,20811569
1/23/2013,35693444,2962963,110,2,17846722
1/19/2013,38918284,3249467,100,2,19459142
1/16/2013,28807756,2575177,90,2,14403878
1/12/2013,29917538,2720741,80,2,14958769
1/9/2013,26614256,2451701,70,2,13307128
1/5/2013,28097510,2630800,60,2,14048755
1/2/2013,24144842,2268796,50,2,12072421
12/29/2012,26496494,2505860,40,2,13248247
12/26/2012,24678590,2245675,50,2,12339295
12/22/2012,28226500,2622463,40,2,14113250
12/19/2012,27032476,2481613,50,2,13516238
12/15/2012,27894190,2620228,40,2,13947095
12/12/2012,29968482,2727825,50,2,14984241
12/8/2012,29127962,2730493,40,2,14563981
12/5/2012,28562350,2631290,50,2,14281175
12/1/2012,29856052,2778818,40,2,14928026
11/28/2012,563131974,26218974,587,2,281565987
11/24/2012,140096440,8476965,325,2,70048220
11/21/2012,86533120,5543806,250,2,43266560
11/17/2012,69802810,4772489,214,2,34901405
11/14/2012,53293298,3794895,185,2,26646649
11/10/2012,50084854,3772787,168,2,25042427
11/7/2012,41636834,3243858,143,2,20818417
11/3/2012,40695206,3369082,124,2,20347603
10/31/2012,31815474,2732749,110,2,15907737
10/27/2012,37742994,3081952,100,2,18871497
10/24/2012,29295472,2547738,90,2,14647736
10/20/2012,30308588,2705413,80,2,15154294
10/17/2012,25502284,2362969,70,2,12751142
10/13/2012,27323808,2557437,60,2,13661904
10/10/2012,23936618,2265794,50,2,11968309
10/6/2012,26312158,2487312,40,2,13156079
10/3/2012,25597354,2391629,50,2,12798677
9/29/2012,27665924,2562163,40,2,13832962
9/26/2012,61500390,4242993,200,2,30750195
9/22/2012,50685726,3802526,174,2,25342863
9/19/2012,42540904,3268231,149,2,21270452
9/15/2012,41144178,3326883,125,2,20572089
9/12/2012,34252206,2892921,110,2,17126103
9/8/2012,36084614,3128521,100,2,18042307
9/5/2012,28404890,2577588,90,2,14202445
9/1/2012,31451190,2876698,80,2,15725595
8/29/2012,26252430,2406395,70,2,13126215
8/25/2012,28682420,2660432,60,2,14341210
8/22/2012,25218072,2362821,50,2,12609036
8/18/2012,26755994,2515060,40,2,13377997
8/15/2012,172237868,9525749,320,2,86118934
8/11/2012,89898892,5881870,253,2,44949446
8/8/2012,68901034,4679168,212,2,34450517
8/4/2012,56931072,4174239,181,2,28465536
8/1/2012,46693638,3541603,158,2,23346819
7/28/2012,43157436,3455703,139,2,21578718
7/25/2012,38355236,3085767,121,2,19177618
7/21/2012,38916664,3226240,110,2,19458332
7/18/2012,35073106,2917111,100,2,17536553
7/14/2012,32351772,2877874,90,2,16175886
7/11/2012,27543450,2489298,80,2,13771725
7/7/2012,28446968,2645775,70,2,14223484
7/4/2012,22949432,2225811,60,2,11474716
6/30/2012,25615186,2479942,50,2,12807593
6/27/2012,22391160,2169375,40,2,11195580
6/23/2012,27858642,2609827,60,2,13929321
6/20/2012,24433512,2309768,50,2,12216756
6/16/2012,27734996,2569560,40,2,13867498
6/13/2012,66099926,4554897,241,2,33049963
6/9/2012,60632780,4391834,205,2,30316390
6/6/2012,47520538,3616960,177,2,23760269
6/2/2012,47226336,3741974,164,2,23613168
5/30/2012,37553610,2988035,146,2,18776805
5/26/2012,39625132,3247704,128,2,19812566
5/23/2012,34631256,2870696,110,2,17315628
5/19/2012,36478078,3099787,100,2,18239039
5/16/2012,28536260,2561540,90,2,14268130
5/12/2012,30465462,2771164,80,2,15232731
5/9/2012,26297978,2435984,70,2,13148989
5/5/2012,27802074,2641657,60,2,13901037
5/2/2012,24434108,2356309,50,2,12217054
4/28/2012,27850450,2627843,40,2,13925225
4/25/2012,44725302,3477205,173,2,22362651
4/21/2012,44568434,3608823,152,2,22284217
4/18/2012,38569228,3179378,131,2,19284614
4/14/2012,40154098,3338689,113,2,20077049
4/11/2012,31503602,2794411,94,2,15751801
4/7/2012,32817922,2965575,80,2,16408961
4/4/2012,28978038,2623485,70,2,14489019
3/31/2012,38305078,3335997,60,2,19152539
3/28/2012,29115092,2687696,50,2,14557546
3/24/2012,29999742,2828541,40,2,14999871
3/21/2012,29032202,2732888,70,2,14516101
3/17/2012,32414134,3031289,60,2,16207067
3/14/2012,27901808,2665167,50,2,13950904
3/10/2012,32413242,3057693,40,2,16206621
3/7/2012,30836346,2928736,60,2,15418173
3/3/2012,34352940,3266963,50,2,17176470
2/29/2012,29055550,2742270,40,2,14527775
2/25/2012,37916166,3419920,70,2,18958083
2/22/2012,32766344,3002305,60,2,16383172
2/18/2012,37177904,3442221,50,2,18588952
2/15/2012,32691612,3025553,40,2,16345806
2/11/2012,169361618,10398105,325,2,84680809
2/8/2012,93526504,6324021,250,2,46763252
2/4/2012,75632272,5330475,200,2,37816136
2/1/2012,55285052,4102587,170,2,27642526
1/28/2012,49995462,3882738,146,2,24997731
1/25/2012,41302320,3289453,120,2,20651160
1/21/2012,40901890,3392197,100,2,20450945
1/18/2012,33352386,2872881,80,2,16676193
1/14/2012,24885431,4103408,66,1,24885431
1/11/2012,21467730,3580133,54,1,21467730
1/7/2012,22747865,3847029,44,1,22747865
1/4/2012,19026140,3296588,30,1,19026140
12/31/2011,24771936,4116045,25,1,24771936
12/28/2011,18839498,3198822,20,1,18839498
12/24/2011,42162193,5873279,125,1,42162193
12/21/2011,31784265,4705316,104,1,31784265
12/17/2011,28354501,4568297,91,1,28354501
12/14/2011,23782276,3908243,78,1,23782276
12/10/2011,24532617,4100508,67,1,24532617
12/7/2011,21170696,3610108,52,1,21170696
12/3/2011,22662144,3944208,40,1,22662144
11/30/2011,19524656,3396161,31,1,19524656
11/26/2011,19301014,3484253,25,1,19301014
11/23/2011,19958434,3489879,20,1,19958434
11/19/2011,25905601,4310684,60,1,25905601
11/16/2011,22607166,3857159,46,1,22607166
11/12/2011,24638266,4168616,35,1,24638266
11/9/2011,20767046,3595177,25,1,20767046
11/5/2011,23222895,3969048,20,1,23222895
11/2/2011,83669599,9584564,245,1,83669599
10/29/2011,60224206,7564568,203,1,60224206
10/26/2011,47733264,6168589,173,1,47733264
10/22/2011,41452063,5818941,148,1,41452063
10/19/2011,35546862,5035152,124,1,35546862
10/15/2011,33736971,5064198,105,1,33736971
10/12/2011,25587195,4112270,86,1,25587195
10/8/2011,26022291,4295039,71,1,26022291
10/5/2011,22271967,3753552,58,1,22271967
10/1/2011,22686123,3974619,47,1,22686123
9/28/2011,19116699,3393573,37,1,19116699
9/24/2011,20863035,3687249,30,1,20863035
9/21/2011,18344632,3271164,25,1,18344632
9/17/2011,20285788,3614271,20,1,20285788
9/14/2011,18972764,3379280,25,1,18972764
9/10/2011,21578237,3765926,20,1,21578237
9/7/2011,32461128,4805018,107,1,32461128
9/3/2011,30796180,4890186,91,1,30796180
8/31/2011,24927632,4002018,75,1,24927632
8/27/2011,25985886,4241766,61,1,25985886
8/24/2011,22534415,3718328,47,1,22534415
8/20/2011,23371271,3984308,37,1,23371271
8/17/2011,20176539,3480154,25,1,20176539
8/13/2011,22968117,3904934,20,1,22968117
8/10/2011,68821907,8139169,220,1,68821907
8/6/2011,50135080,6685555,180,1,50135080
8/3/2011,42621658,5807169,160,1,42621658
7/30/2011,38186560,5565726,133,1,38186560
7/27/2011,32713879,4810460,111,1,32713879
7/23/2011,27911360,4526355,92,1,27911360
7/20/2011,22948855,3844115,76,1,22948855
7/16/2011,23639371,4097178,61,1,23639371
7/13/2011,20203392,3536997,48,1,20203392
7/9/2011,21005870,3751101,36,1,21005870
7/6/2011,17347900,3180426,25,1,17347900
7/2/2011,20281059,3707393,20,1,20281059
6/29/2011,22769190,3878029,76,1,22769190
6/25/2011,23862804,4189633,63,1,23862804
6/22/2011,20407665,3633408,48,1,20407665
6/18/2011,21609327,3926797,36,1,21609327
6/15/2011,18700841,3454781,25,1,18700841
6/11/2011,20514850,3772971,20,1,20514850
6/8/2011,19735552,3562079,25,1,19735552
6/4/2011,22648465,3994627,20,1,22648465
6/1/2011,53851583,7117610,200,1,53851583
5/28/2011,44548124,6207449,171,1,44548124
5/25/2011,37437533,5318510,144,1,37437533
5/21/2011,35606388,5383206,120,1,35606388
5/18/2011,28352794,4466675,97,1,28352794
5/14/2011,27575934,4579789,81,1,27575934
5/11/2011,23027130,3912759,65,1,23027130
5/7/2011,24092735,4151179,50,1,24092735
5/4/2011,19995319,3603653,36,1,19995319
4/30/2011,21155718,3889173,25,1,21155718
4/27/2011,18553782,3393882,20,1,18553782
4/23/2011,27829093,4669198,72,1,27829093
4/20/2011,23885902,4072333,56,1,23885902
4/16/2011,23652296,4203698,43,1,23652296
4/13/2011,20444440,3688014,27,1,20444440
4/9/2011,23370901,4099554,20,1,23370901
4/6/2011,58217464,7611156,218,1,58217464
4/2/2011,49148514,7106695,187,1,49148514
3/30/2011,39090757,5764552,153,1,39090757
3/26/2011,39898318,6007453,125,1,39898318
3/23/2011,31151216,4962100,101,1,31151216
3/19/2011,26531084,4699839,85,1,26531084
3/16/2011,21989176,4026201,67,1,21989176
3/12/2011,23422605,4326013,54,1,23422605
3/9/2011,19918099,3772240,40,1,19918099
3/5/2011,21813405,4170079,25,1,21813405
3/2/2011,19656666,3756232,20,1,19656666
2/26/2011,48365255,7118074,184,1,48365255
2/23/2011,39625083,5993048,155,1,39625083
2/19/2011,37622199,5893619,126,1,37622199
2/16/2011,31976380,5135016,101,1,31976380
2/12/2011,26927569,4756333,82,1,26927569
2/9/2011,22157797,4019025,63,1,22157797
2/5/2011,23625565,4328952,50,1,23625565
2/2/2011,18167841,3459491,35,1,18167841
1/29/2011,20267441,3875620,25,1,20267441
1/26/2011,17849664,3400335,20,1,17849664
1/22/2011,34029573,5482879,122,1,34029573
1/19/2011,27158928,4593142,96,1,27158928
1/15/2011,26778161,4724566,82,1,26778161
1/12/2011,21227821,3820255,67,1,21227821
1/8/2011,22798187,4257480,51,1,22798187
1/5/2011,21987195,3933394,34,1,21987195
1/1/2011,20986302,3935676,25,1,20986302
12/29/2010,17780026,3444488,20,1,17780026
12/25/2010,21125168,3828713,46,1,21125168
12/22/2010,19690822,3809419,35,1,19690822
12/18/2010,20170142,3967395,25,1,20170142
12/15/2010,17624726,3501606,20,1,17624726
12/11/2010,21256424,4156363,37,1,21256424
12/8/2010,18306999,3641988,25,1,18306999
12/4/2010,20891222,4080043,20,1,20891222
12/1/2010,26455102,4615896,95,1,26455102
11/27/2010,23408982,4374770,79,1,23408982
11/24/2010,23633540,4322207,64,1,23633540
11/20/2010,23769024,4425199,50,1,23769024
11/17/2010,20128151,3863635,35,1,20128151
11/13/2010,21644503,4176188,25,1,21644503
11/10/2010,19271815,3748831,20,1,19271815
11/6/2010,36959961,5921610,123,1,36959961
11/3/2010,30837546,5156626,104,1,30837546
10/30/2010,26539388,4842660,87,1,26539388
10/27/2010,22629280,4169175,72,1,22629280
10/23/2010,23766218,4444566,59,1,23766218
10/20/2010,20324810,3892119,46,1,20324810
10/16/2010,21728971,4224817,34,1,21728971
10/13/2010,18709731,3680960,25,1,18709731
10/9/2010,21069092,4125939,20,1,21069092
10/6/2010,22818806,4262356,60,1,22818806
10/2/2010,24309114,4660067,48,1,24309114
9/29/2010,20214836,3899229,35,1,20214836
9/25/2010,21909458,4274751,25,1,21909458
9/22/2010,19554667,3818338,20,1,19554667
9/18/2010,34189186,5766049,112,1,34189186
9/15/2010,27215216,4812580,94,1,27215216
9/11/2010,26721007,4918722,79,1,26721007
9/8/2010,22522686,4216514,62,1,22522686
9/4/2010,24420481,4676091,47,1,24420481
9/1/2010,20654196,4023009,34,1,20654196
8/28/2010,21228227,4143608,25,1,21228227
8/25/2010,19057422,3736101,20,1,19057422
8/21/2010,27499193,5034328,80,1,27499193
8/18/2010,23077525,4352484,64,1,23077525
8/14/2010,24483737,4712972,51,1,24483737
8/11/2010,20682246,4108557,38,1,20682246
8/7/2010,22076590,4396128,25,1,22076590
8/4/2010,20053010,3999674,20,1,20053010
7/31/2010,28794907,5317398,85,1,28794907
7/28/2010,24144586,4469142,67,1,24144586
7/24/2010,25157201,4793631,52,1,25157201
7/21/2010,21603539,4209548,37,1,21603539
7/17/2010,22446683,4479637,27,1,22446683
7/14/2010,20145814,4034771,20,1,20145814
7/10/2010,27635903,5189791,72,1,27635903
7/7/2010,23282946,4508896,54,1,23282946
7/3/2010,25619440,5048935,41,1,25619440
6/30/2010,21611238,4313686,27,1,21611238
6/26/2010,22870346,4612260,20,1,22870346
6/23/2010,28593798,5292327,97,1,28593798
6/19/2010,28542442,5552080,78,1,28542442
6/16/2010,25440953,5054515,60,1,25440953
6/12/2010,25833923,5201990,44,1,25833923
6/9/2010,22533772,4622008,28,1,22533772
6/5/2010,25027219,5020389,20,1,25027219
6/2/2010,59485649,9185636,260,1,59485649
5/29/2010,52757061,8864698,220,1,52757061
5/26/2010,41711258,7104383,190,1,41711258
5/22/2010,40400017,7229950,164,1,40400017
5/19/2010,35863462,6538813,145,1,35863462
5/15/2010,34878683,6649847,120,1,34878683
5/12/2010,29287559,5843221,97,1,29287559
5/8/2010,28788126,5808567,80,1,28788126
5/5/2010,24990275,5170663,60,1,24990275
5/1/2010,25880765,5246570,45,1,25880765
4/28/2010,21850871,4174230,30,1,21850871
4/24/2010,23746854,4450367,20,1,23746854
4/21/2010,68753081,9554163,252,1,68753081
4/17/2010,54155892,8084180,212,1,54155892
4/14/2010,39986010,6119936,177,1,39986010
4/10/2010,38072676,6177501,150,1,38072676
4/7/2010,32505574,5444820,125,1,32505574
4/3/2010,33430895,5818806,103,1,33430895
3/31/2010,25881059,4649824,82,1,25881059
3/27/2010,26490335,4873235,65,1,26490335
3/24/2010,22871116,4280274,45,1,22871116
3/20/2010,23851801,4546369,30,1,23851801
3/17/2010,22336363,4237993,20,1,22336363
3/13/2010,57239387,8335800,211,1,57239387
3/10/2010,41968422,6470707,172,1,41968422
3/6/2010,37513118,6303025,144,1,37513118
3/3/2010,33019146,5599177,114,1,33019146
2/27/2010,28853280,5365786,95,1,28853280
2/24/2010,24821351,4713751,76,1,24821351
2/20/2010,25747371,5047912,57,1,25747371
2/17/2010,22180214,4440934,40,1,22180214
2/13/2010,23691641,4725428,25,1,23691641
2/10/2010,20879429,4103589,20,1,20879429
2/6/2010,39115101,6567186,140,1,39115101
2/3/2010,36570810,6236199,115,1,36570810
1/30/2010,22002653,4346111,90,1,22002653
1/27/2010,19227635,3898819,76,1,19227635
1/23/2010,20174911,4154196,65,1,20174911
1/20/2010,17339630,3611695,51,1,17339630
1/16/2010,18310940,3816771,40,1,18310940
1/13/2010,15831466,3351777,30,1,15831466
1/9/2010,16571399,3565801,25,1,16571399
1/6/2010,15143519,3281291,20,1,15143519
1/2/2010,17109251,3664065,25,1,17109251
12/30/2009,16230044,,20,1,16230044
12/26/2009,26112288,,122,1,26112288
12/23/2009,26657449,,106,1,26657449
12/19/2009,22431024,,92,1,22431024
12/16/2009,19200121,,77,1,19200121
12/12/2009,19578620,,65,1,19578620
12/9/2009,16869821,,52,1,16869821
12/5/2009,18158963,,41,1,18158963
12/2/2009,16058360,,30,1,16058360
11/28/2009,16133053,,25,1,16133053
11/25/2009,16094222,,20,1,16094222
11/21/2009,18202269,,32,1,18202269
11/18/2009,16042944,,25,1,16042944
11/14/2009,17946102,,20,1,17946102
11/11/2009,21862168,,96,1,21862168
11/7/2009,22119315,,80,1,22119315
11/4/2009,19495176,,66,1,19495176
10/31/2009,19486186,,53,1,19486186
10/28/2009,16716952,,41,1,16716952
10/24/2009,17956376,,31,1,17956376
10/21/2009,15840096,,25,1,15840096
10/17/2009,17363282,,20,1,17363282
10/14/2009,16703747,,30,1,16703747
10/10/2009,18317590,,25,1,18317590
10/7/2009,17114067,,20,1,17114067
10/3/2009,39963328,,189,1,39963328
9/30/2009,33098307,,170,1,33098307
9/26/2009,31615045,,150,1,31615045
9/23/2009,27620531,,129,1,27620531
9/19/2009,27582291,,111,1,27582291
9/16/2009,22566189,,95,1,22566189
